section,name,package,description,status,introduced_in,removed_in,v22,v21,v20,v19,v18,v17,v16,v15,v14,angular_courses_url,angular_dev_url,notes
Diff,ResourceSnapshot,@angular/core,An explicit representation of a resource's state,stable,21.2,,stable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,resourceFromSnapshots,@angular/core,Creates a Resource driven by a source of ResourceSnapshots,stable,21.2,,stable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,withFetch,@angular/common/http,Use the Fetch API instead of XHR,deprecated,16.1,,deprecated,stable,stable,stable,stable,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,ChangeDetectionStrategy.Default,@angular/core,Renamed to ChangeDetectionStrategy.Eager,deprecated,13,,deprecated,not_available,stable,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,ChangeDetectionStrategy.Eager,@angular/core,Renamed from ChangeDetectionStrategy.Default,stable,21.2,,stable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,withXhr,@angular/common/http,Use the XMLHttpRequest API instead of the Fetch API,stable,22,,stable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,TestBed.getLastFixture,@angular/core/testing,Get the last fixture for the test,stable,22,,stable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,HTML element comments,@angular/compiler,HTML element comments,stable,22,,stable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,default OnPush strategy,@angular/core,Default OnPush strategy,stable,22,,stable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,@Service decorator,@angular/core,more ergonomic alternative to @Injectable decorator,stable,22,,stable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,provideExperimentalWebMcpTools,@angular/core,Provides a list of WebMCP tools tied to the lifecycle of the associated Injector.,experimental,22,,experimental,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,injectAsync,@angular/core,Lazy load services and use the DI system to create them.,stable,22,,stable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,debounced,@angular/core,"create a debounced version of a signal, represented as a Resource",stable,22,,stable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,ChangeDetectorRef.checkNoChanges,@angular/core,Do a change detection run to make sure there were no changes.,stable,13,,stable,stable,stable,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,ComponentFactoryResolver,@angular/core,,removed,13,22,removed,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,ComponentFactory,@angular/core,,removed,13,22,removed,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,Webpack Builders,@angular-devkit/build-*,,deprecated,13,,deprecated,stable,stable,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,CommonEngine,@angular/ssr,,deprecated,13,,deprecated,stable,stable,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,Jest builder,@angular/devkit/build-angular:jest,,removed,16,22,removed,deprecated,experimental,experimental,experimental,experimental,experimental,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,Web Test Runner builder,@angular-devkit/build-angular:web-test-runner,,removed,17,22,removed,deprecated,experimental,experimental,experimental,experimental,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,NoopAnimationDriver,@angular/animations/browser,,deprecated,13,13,deprecated,deprecated,not_available,stable,stable,stable,removed,removed,removed,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,MockAnimationDriver,@angular/animations/browser/testing,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,MockAnimationPlayer,@angular/animations/browser/testing,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,animate,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,animateChild,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,AnimateChildOptions,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,AnimateTimings,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,animation,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,AnimationAnimateChildMetadata,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,AnimationAnimateMetadata,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,AnimationAnimateRefMetadata,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,AnimationGroupMetadata,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,AnimationKeyframesSequenceMetadata,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
